Titre,Vendeur,Acheteurs,Notes,Date Dernier Avis,Catégorie,Sous-Catégorie,Mots Clés,Lien
رفع سكتش اب للفراغات المعمارية المختلفة,ديانا ن.,3,2,منذ سنة و9 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, رندر, لوميون",https://khamsat.com/engineering/interior-design/2354065-%D8%B1%D9%81%D8%B9-%D8%B3%D9%83%D8%AA%D8%B4-%D8%A7%D8%A8-%D9%84%D9%84%D9%81%D8%B1%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9
تصميم ديكورات داخلية interior design,.Nour El Houda T,10,10,منذ سنة وشهرين,هندسة وعمارة,هندسة معمارية,"design, ديكور, interior, تصميم داخلي, interior design",https://khamsat.com/engineering/interior-design/2494850-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-interior-design
تصميم مطبخ اعلى جودة بأقل الاسعار,.Kawther N,5,4,منذ 4 أشهر و10 أيام,هندسة وعمارة,هندسة معمارية,"3d, رخيص, مطبخ, interior design, kitchen",https://khamsat.com/engineering/interior-design/2805522-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B7%D8%A8%D8%AE-%D8%A7%D8%B9%D9%84%D9%89-%D8%AC%D9%88%D8%AF%D8%A9-%D8%A8%D8%A3%D9%82%D9%84-%D8%A7%D9%84%D8%A7%D8%B3%D8%B9%D8%A7%D8%B1
تصميم ثلاثي الأبعاد 3D الداخلي و الخارجي و للمنتجات و المجسمات,.Abdessalam D,58,44,منذ سنة وشهرين,هندسة وعمارة,هندسة معمارية,"تصميم, 3d, ديكور, تصميم داخلي, ديكور داخلي",https://khamsat.com/engineering/interior-design/760788-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AB%D9%84%D8%A7%D8%AB%D9%8A-%D8%A7%D9%84%D8%A3%D8%A8%D8%B9%D8%A7%D8%AF-3d-%D8%A7%D9%84%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88-%D8%A7%D9%84%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A-%D9%88-%D9%84%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%88-%D8%A7%D9%84%D9%85%D8%AC%D8%B3%D9%85%D8%A7%D8%AA
تصميم داخلي لشركة وفيلا وشقق سكنية ومكاتب خدمية,محمد غ.,56,35,منذ شهر و14 يوم,هندسة وعمارة,هندسة معمارية,"محلات, هندسة معمارية, تصميم داخلي, ديكورات, ديكور داخلي",https://khamsat.com/engineering/interior-design/2933997-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D9%88%D9%81%D9%8A%D9%84%D8%A7-%D9%88%D8%B4%D9%82%D9%82-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%88%D9%85%D9%83%D8%A7%D8%AA%D8%A8-%D8%AE%D8%AF%D9%85%D9%8A%D8%A9
تصميم ديكور كلاسيك فخم لمجالس الفلل,محمد ف.,6,6,منذ 22 يوم و3 ساعات,هندسة وعمارة,هندسة معمارية,"تصميم, السعودية, ديكور, مجلس, مجلس رجال",https://khamsat.com/engineering/interior-design/2873461-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D9%83%D9%84%D8%A7%D8%B3%D9%8A%D9%83-%D9%81%D8%AE%D9%85-%D9%84%D9%85%D8%AC%D8%A7%D9%84%D8%B3-%D8%A7%D9%84%D9%81%D9%84%D9%84
مخططات تنفيذية ديكور داخلي,.Dema E,4,3,منذ 7 أشهر و12 يوم,هندسة وعمارة,هندسة معمارية,"pdf, مخططات, تصميم داخلي, dwg, shopdrawing",https://khamsat.com/engineering/interior-design/2863750-%D9%85%D8%AE%D8%B7%D8%B7%D8%A7%D8%AA-%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D8%A9-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A
تصميم داخلي وديكور فخم بجمالية عالية,.Raghad A,2,1,منذ 23 يوم و23 ساعة,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, هندسة معمارية, 3dmax, interior design",https://khamsat.com/engineering/interior-design/3294836-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D9%81%D8%AE%D9%85-%D8%A8%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9
تصميمات معمارية  ديكورات داخلية و خارجية,.Mahmoud H,19,16,منذ سنتين و7 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, 3dplan",https://khamsat.com/engineering/interior-design/1558777-%D8%AA%D8%B5%D9%85%D9%8A%D9%85%D8%A7%D8%AA-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D9%88-%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A%D8%A9
تصميم 3d داخلي لجميع المباني السكنية و التجارية,.Mohammed A,7,7,منذ سنتين و7 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, 3d, ديكور, معماري, داخلي",https://khamsat.com/engineering/interior-design/2172097-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-3d-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D9%86%D9%8A-%D8%A7%D9%84%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D9%88-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9
تصميم و ديكور داخلي 3d.. شقق سكنية..مكاتب..عيادات..شركات,.Obaida R,85,50,منذ شهر و12 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, هندسة, ديكور, معمارية, 3dmax",https://khamsat.com/engineering/interior-design/1721599-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-3d.-%D8%B4%D9%82%D9%82-%D8%B3%D9%83%D9%86%D9%8A%D8%A9.%D9%85%D9%83%D8%A7%D8%AA%D8%A8.%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA.%D8%B4%D8%B1%D9%83%D8%A7%D8%AA
تصاميم معمارية وديكورات داخلية,دعاء س.,19,18,منذ 16 يوم وساعتين,هندسة وعمارة,هندسة معمارية,"تصميم, هندسة, ديكور, عمارة, ماكس",https://khamsat.com/engineering/interior-design/2258205-%D8%AA%D8%B5%D8%A7%D9%85%D9%8A%D9%85-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9
اصمم لك فيلا او منزل او محل تجاري او كافيهات 3D خارجي وداخلي,.Bahaa H,9,8,منذ سنة وشهرين,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, معماري, مخططات, اوتوكاد",https://khamsat.com/engineering/interior-design/1086983-%D8%A7%D8%B5%D9%85%D9%85-%D9%84%D9%83-%D9%81%D9%8A%D9%84%D8%A7-%D8%A7%D9%88-%D9%85%D9%86%D8%B2%D9%84-%D8%A7%D9%88-%D9%85%D8%AD%D9%84-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%A7%D9%88-%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA-3d-%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A-%D9%88%D8%AF%D8%A7%D8%AE%D9%84%D9%8A
تصميم ديكورات داخلية بجودة عالية,.Alaa M,12,9,منذ شهرين و15 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, معماري, vray, تصميم داخلي, 3dmax",https://khamsat.com/engineering/interior-design/2860950-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D8%A8%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9
تصميم ديكور داخلي وخارجي 3d max,.Ahmad Ghazi D,8,7,منذ شهر و8 أيام,هندسة وعمارة,هندسة معمارية,"interior, معماري, مخططات, تصميم داخلي, تصميم 3d",https://khamsat.com/engineering/interior-design/2759303-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A-3d-max
تصميم ديكورات داخلية بجودة عالية,.Alaa M,12,9,منذ شهرين و15 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, معماري, vray, تصميم داخلي, 3dmax",https://khamsat.com/engineering/interior-design/2860950-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A%D8%A9-%D8%A8%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9
تصميم ديكور داخلي وخارجي 3d max,.Ahmad Ghazi D,8,7,منذ شهر و8 أيام,هندسة وعمارة,هندسة معمارية,"interior, معماري, مخططات, تصميم داخلي, تصميم 3d",https://khamsat.com/engineering/interior-design/2759303-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A-3d-max
تصميم داخلى ومعمارى,.Mohamed M,23,14,منذ شهرين و4 أيام,هندسة وعمارة,هندسة معمارية,"رسم, تصميم, 3d, vray, الابعاد, اثاث, مساقط, 2d, بلان, 3dmax",https://khamsat.com/engineering/interior-design/2350408-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%89-%D9%88%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%89
احصل على تصاميم ثري دي لمنتجك ولمفروشاتك بواقعية عالية,سمهر ا.,11,8,منذ سنة و8 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, منتج, ثلاثي, الأبعاد, فرش",https://khamsat.com/engineering/interior-design/2084434-%D8%A7%D8%AD%D8%B5%D9%84-%D8%B9%D9%84%D9%89-%D8%AA%D8%B5%D8%A7%D9%85%D9%8A%D9%85-%D8%AB%D8%B1%D9%8A-%D8%AF%D9%8A-%D9%84%D9%85%D9%86%D8%AA%D8%AC%D9%83-%D9%88%D9%84%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A7%D8%AA%D9%83-%D8%A8%D9%88%D8%A7%D9%82%D8%B9%D9%8A%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9
تصميم ديكور داخلي أو خارجي بنتائج واقعية ومبهرة لكل 4 متر,.Mohamed A,4,3,منذ سنتين و8 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, واجهات, معماري, داخلي",https://khamsat.com/engineering/interior-design/2280417-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%A3%D9%88-%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A-%D8%A8%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D9%88%D8%A7%D9%82%D8%B9%D9%8A%D8%A9-%D9%88%D9%85%D8%A8%D9%87%D8%B1%D8%A9-%D9%84%D9%83%D9%84-4-%D9%85%D8%AA%D8%B1
تصميم داخلي وخارجي للشقق والمكاتب,.Majd I,5,5,منذ 23 يوم و15 ساعة,هندسة وعمارة,هندسة معمارية,"تصميم, عمارة, هندسة معمارية, تصميم داخلي, ديكور داخلي",https://khamsat.com/engineering/interior-design/3642571-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A-%D9%84%D9%84%D8%B4%D9%82%D9%82-%D9%88%D8%A7%D9%84%D9%85%D9%83%D8%A7%D8%AA%D8%A8
تصميم داخلي وأثاث مع الرسومات التنفيذية,.Mariam M,1,1,منذ 15 يوم وساعة,هندسة وعمارة,هندسة معمارية,"تصميم داخلي, رسومات تنفيذية, تصميم مطبخ",https://khamsat.com/engineering/interior-design/3718116-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%89-%D9%88-%D8%A3%D8%AB%D8%A7%D8%AB-%D9%85%D8%B9-%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D8%A9
تصميم ديكور داخلي,.Anas A,3,3,منذ 15 يوم و5 ساعات,هندسة وعمارة,هندسة معمارية,"تصميم, هندسة, معمارية, داخلي",https://khamsat.com/engineering/interior-design/2305098-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A
تصميم داخلي بجودة عالية 3d,شهد م.,1,1,منذ 5 أشهر و25 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, 3d, ديكور, ثري دي ماكس, تصميم داخلي",https://khamsat.com/engineering/interior-design/3040162-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%A8%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-3d
تصميم معماري داخلي و تنفيذي .,.Alla I,15,14,منذ سنة و11 شهر,هندسة وعمارة,هندسة معمارية,"تصميم, داخلي",https://khamsat.com/engineering/interior-design/1951432-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88-%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A-
تصميم غرفة نوم رئيسية واطفال,.Ahmed A,2,2,منذ شهرين و12 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, اطفال, تصميم داخلي, نوم",https://khamsat.com/engineering/interior-design/3222408-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%BA%D8%B1%D9%81%D8%A9-%D9%86%D9%88%D9%85-%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9-%D9%88%D8%A7%D8%B7%D9%81%D8%A7%D9%84
تصميم معماري داخلي باستخدام 3ds max,.Aya A,7,6,منذ 10 أيام وساعتين,هندسة وعمارة,هندسة معمارية,"ديكور, 3dsmax, عمارة, designe, تصميم داخلي",https://khamsat.com/engineering/interior-design/3197305-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-3ds-max
تصميم داخلي ديكور بافكار عصرية مميزة,.Farah A,32,28,منذ 3 أشهر و15 يوم,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, واجهات, خارجي, داخلي",https://khamsat.com/engineering/interior-design/2394401-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%A8%D8%A7%D9%81%D9%83%D8%A7%D8%B1-%D8%B9%D8%B5%D8%B1%D9%8A%D8%A9-%D9%85%D9%85%D9%8A%D8%B2%D8%A9
تصميم داخلي راقي وبأسعار مناسبة للملاك واصحاب المشاريع,.Borhan A,3,3,منذ سنة و6 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, عمارة, هندسة معمارية, تصميم داخلي, ديكور داخلي",https://khamsat.com/engineering/interior-design/2899902-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%B1%D8%A7%D9%82%D9%8A-%D9%88%D8%A8%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D9%84%D9%85%D9%84%D8%A7%D9%83-%D9%88%D8%A7%D8%B5%D8%AD%D8%A7%D8%A8-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9
تصميم ديكورات مطابخ بشكل انيق وعصري,.Abdullh A,12,11,منذ 3 ساعات و17 دقيقة,هندسة وعمارة,هندسة معمارية,"3d, ديكور, مطابخ, رندر, تصميم داخلي",https://khamsat.com/engineering/interior-design/3260047-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1%D8%A7%D8%AA-%D9%85%D8%B7%D8%A7%D8%A8%D8%AE-%D8%A8%D8%B4%D9%83%D9%84-%D8%A7%D9%86%D9%8A%D9%82-%D9%88%D8%B9%D8%B5%D8%B1%D9%8A
تصميم داخلى 3d سكني فلل وشقق ومنازل احترافى بلمسات مميزة,.Haitham M,6,5,منذ 10 أشهر و5 أيام,هندسة وعمارة,هندسة معمارية,"تصميم داخلى, تصميم مطبخ, تصميم غرفة نوم, تصميم مجلس, تصميم صالة",https://khamsat.com/engineering/interior-design/3109262-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%89-3d-%D8%B3%D9%83%D9%86%D9%8A-%D9%81%D9%84%D9%84-%D9%88%D8%B4%D9%82%D9%82-%D9%88%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%89-%D8%A8%D9%84%D9%85%D8%B3%D8%A7%D8%AA-%D9%85%D9%85%D9%8A%D8%B2%D8%A9
تصميم وديكور الفراغات بمختلف الطرز المعمارية بأحتراف,.Amer S,14,11,منذ 4 أشهر و3 أيام,هندسة وعمارة,هندسة معمارية,Aucun tag,https://khamsat.com/engineering/interior-design/1968256-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%A7%D9%84%D9%81%D8%B1%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A8%D9%85%D8%AE%D8%AA%D9%84%D9%81-%D8%A7%D9%84%D8%B7%D8%B1%D8%B2-%D8%A7%D9%84%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A%D8%A9-%D8%A8%D8%A3%D8%AD%D8%AA%D8%B1%D8%A7%D9%81
تصميم داخلي لمساحات منزلك,.Enas O,2,2,منذ 4 أشهر و14 يوم,هندسة وعمارة,هندسة معمارية,"اوتوكاد, ثري دي ماكس, تصميم داخلي, مودرن, تصميم ديكور",https://khamsat.com/engineering/interior-design/3022105-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D9%85%D8%B3%D8%A7%D8%AD%D8%A7%D8%AA-%D9%85%D9%86%D8%B2%D9%84%D9%83
تصميم ديكور داخلي لأي فراغ بإستخدام برنامج 3ds max,.Ahmed A,6,7,منذ سنة وشهرين,هندسة وعمارة,هندسة معمارية,"تصميم, تصميم داخلي, مهندس معماري, interior design, ديكور داخلي",https://khamsat.com/engineering/interior-design/2920833-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D8%A3%D9%8A-%D9%81%D8%B1%D8%A7%D8%BA-%D8%A8%D8%A5%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-3ds-max
عمل مود بورد Mood Board لتصميم داخلي,.Rahma M,1,1,منذ 9 أشهر و10 أيام,هندسة وعمارة,هندسة معمارية,"تصميم, ديكور, mood board",https://khamsat.com/engineering/interior-design/3123928-%D8%B9%D9%85%D9%84-%D9%85%D9%88%D8%AF-%D8%A8%D9%88%D8%B1%D8%AF-mood-board-%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A
تصميم داخلي ومخططات تنفيذية,سهى ب.,2,2,منذ شهر و9 أيام,هندسة وعمارة,هندسة معمارية,تصميم,https://khamsat.com/engineering/interior-design/2594199-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88%D9%85%D8%AE%D8%B7%D8%B7%D8%A7%D8%AA-%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A%D8%A9
تصميم أثاث,رنا ص.,7,4,منذ 5 أشهر و28 يوم,هندسة وعمارة,هندسة معمارية,تصميم,https://khamsat.com/engineering/interior-design/1073301-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A3%D8%AB%D8%A7%D8%AB
تصميم منزل 2D و3D  بارخص الاسعار,.Jubran S,19,13,منذ سنة و8 أشهر,هندسة وعمارة,هندسة معمارية,"تصميم, واجهات, معماري, مخطط, ديكور داخلي",https://khamsat.com/engineering/interior-design/1768412-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%86%D8%B2%D9%84-2d-%D9%883d-%D8%A8%D8%A7%D8%B1%D8%AE%D8%B5-%D8%A7%D9%84%D8%A7%D8%B3%D8%B9%D8%A7%D8%B1
أصمم لك مطبخاً عصرياً وأنيقاً بمخططات 2D و3D احترافية,.Saleem A,1,1,منذ شهر و9 أيام,هندسة وعمارة,هندسة معمارية,"3d, تصميم معماري, رندر, تصميم داخلي, تصميم مطبخ",https://khamsat.com/engineering/interior-design/3402981-%D8%A3%D8%B5%D9%85%D9%85-%D9%84%D9%83-%D9%85%D8%B7%D8%A8%D8%AE%D8%A7-%D8%B9%D8%B5%D8%B1%D9%8A%D8%A7-%D9%88%D8%A3%D9%86%D9%8A%D9%82%D8%A7-%D8%A8%D9%85%D8%AE%D8%B7%D8%B7%D8%A7%D8%AA-2d-%D9%883d-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9
ديكور داخلي بشكل احترافي وجودة عالية,.Mohammad M,4,1,منذ شهر و29 يوم,هندسة وعمارة,هندسة معمارية,"ديكور, فيلا, تصميم داخلي, مخططات معمارية, ديكور داخلي",https://khamsat.com/engineering/interior-design/3587112-%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%A8%D8%B4%D9%83%D9%84-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%88%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9
تصميم داخلي للفراغات بجودة عالية، احترافية وبأسعار تنافسية,.Faris B,1,1,منذ سنة وشهرين,هندسة وعمارة,هندسة معمارية,"مخططات, تصميم معماري, تصميم داخلي, interior design, تخطيط المساحات",https://khamsat.com/engineering/interior-design/3044364-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D9%84%D9%81%D8%B1%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A8%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A%D8%A9-%D9%88%D8%A8%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%AA%D9%86%D8%A7%D9%81%D8%B3%D9%8A%D8%A9
تصميم داخلي عصري لاي فراغ معماري مجالس غرف معيشة وطعام,.Sally A,3,1,منذ شهرين و3 أيام,هندسة وعمارة,هندسة معمارية,"تصميم, interior, غرفة, مودرن, ديكور داخلي",https://khamsat.com/engineering/interior-design/3318029-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%B9%D8%B5%D8%B1%D9%8A-%D9%84%D8%A7%D9%8A-%D9%81%D8%B1%D8%A7%D8%BA-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-%D9%85%D8%AC%D8%A7%D9%84%D8%B3-%D8%BA%D8%B1%D9%81-%D9%85%D8%B9%D9%8A%D8%B4%D8%A9-%D9%88%D8%B7%D8%B9%D8%A7%D9%85
تصميم معماري وديكور داخلي,علي ص.,1,1,منذ شهر و22 يوم,هندسة وعمارة,هندسة معمارية,"ديكور, interior, تصميم معماري, تصميم 3d, 3dmax",https://khamsat.com/engineering/interior-design/2783492-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-%D9%88%D8%AF%D9%8A%D9%83%D9%88%D8%B1-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A
تصميم هندسي داخلي وعمل فيديو 3d animation,.Moufdi B,2,1,منذ 6 أيام وساعتين,هندسة وعمارة,هندسة معمارية,"تصميم, 3d, ديكور, معماري, مخططات",https://khamsat.com/engineering/interior-design/2335919-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%87%D9%86%D8%AF%D8%B3%D9%8A-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D8%A7%D9%88%D8%AE%D8%A7%D8%B1%D8%AC%D9%8A-%D9%88%D8%B9%D9%85%D9%84-%D9%81%D9%8A%D8%AF%D9%8A%D9%88-3d-animation
تصميم داخلي و تصميم معماري 3D ثلاثي الأبعاد,رنا ح.,1,1,منذ 7 أشهر و27 يوم,هندسة وعمارة,هندسة معمارية,"مخططات, تصميم ثلاثي الابعاد, معمارية, تصميم معماري, تصميم داخلي",https://khamsat.com/engineering/interior-design/3036916-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%88-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%8A-3d-%D8%AB%D9%84%D8%A7%D8%AB%D9%8A-%D8%A7%D9%84%D8%A3%D8%A8%D8%B9%D8%A7%D8%AF
